timestamp,timestamp,meter_reading
2016-01-01 00:00:00,2016-01-01 00:00:00,93.1
2016-01-01 01:00:00,2016-01-01 01:00:00,95.825
2016-01-01 02:00:00,2016-01-01 02:00:00,91.925
2016-01-01 03:00:00,2016-01-01 03:00:00,91.775
2016-01-01 04:00:00,2016-01-01 04:00:00,90.45
2016-01-01 05:00:00,2016-01-01 05:00:00,92.675
2016-01-01 06:00:00,2016-01-01 06:00:00,94.95
2016-01-01 07:00:00,2016-01-01 07:00:00,93.975
2016-01-01 08:00:00,2016-01-01 08:00:00,91.4
2016-01-01 09:00:00,2016-01-01 09:00:00,90.95
2016-01-01 10:00:00,2016-01-01 10:00:00,90.175
2016-01-01 11:00:00,2016-01-01 11:00:00,91.5
2016-01-01 12:00:00,2016-01-01 12:00:00,92.925
2016-01-01 13:00:00,2016-01-01 13:00:00,92.125
2016-01-01 14:00:00,2016-01-01 14:00:00,91.1
2016-01-01 15:00:00,2016-01-01 15:00:00,89.575
2016-01-01 16:00:00,2016-01-01 16:00:00,90.4
2016-01-01 17:00:00,2016-01-01 17:00:00,91.0
2016-01-01 18:00:00,2016-01-01 18:00:00,92.5
2016-01-01 19:00:00,2016-01-01 19:00:00,92.75
2016-01-01 20:00:00,2016-01-01 20:00:00,91.85
2016-01-01 21:00:00,2016-01-01 21:00:00,92.025
2016-01-01 22:00:00,2016-01-01 22:00:00,91.25
2016-01-01 23:00:00,2016-01-01 23:00:00,92.7
2016-01-02 00:00:00,2016-01-02 00:00:00,93.125
2016-01-02 01:00:00,2016-01-02 01:00:00,92.8
2016-01-02 02:00:00,2016-01-02 02:00:00,91.1
2016-01-02 03:00:00,2016-01-02 03:00:00,93.35
2016-01-02 04:00:00,2016-01-02 04:00:00,91.725
2016-01-02 05:00:00,2016-01-02 05:00:00,92.625
2016-01-02 06:00:00,2016-01-02 06:00:00,92.15
2016-01-02 07:00:00,2016-01-02 07:00:00,91.525
2016-01-02 08:00:00,2016-01-02 08:00:00,91.375
2016-01-02 09:00:00,2016-01-02 09:00:00,90.075
2016-01-02 10:00:00,2016-01-02 10:00:00,88.5
2016-01-02 11:00:00,2016-01-02 11:00:00,99.2
2016-01-02 12:00:00,2016-01-02 12:00:00,101.525
2016-01-02 13:00:00,2016-01-02 13:00:00,101.325
2016-01-02 14:00:00,2016-01-02 14:00:00,99.975
2016-01-02 15:00:00,2016-01-02 15:00:00,99.55
2016-01-02 16:00:00,2016-01-02 16:00:00,100.7
2016-01-02 17:00:00,2016-01-02 17:00:00,103.775
2016-01-02 18:00:00,2016-01-02 18:00:00,102.1
2016-01-02 19:00:00,2016-01-02 19:00:00,103.35
2016-01-02 20:00:00,2016-01-02 20:00:00,102.925
2016-01-02 21:00:00,2016-01-02 21:00:00,107.475
2016-01-02 22:00:00,2016-01-02 22:00:00,111.9
2016-01-02 23:00:00,2016-01-02 23:00:00,116.2
2016-01-03 00:00:00,2016-01-03 00:00:00,138.125
2016-01-03 01:00:00,2016-01-03 01:00:00,144.275
2016-01-03 02:00:00,2016-01-03 02:00:00,103.15
2016-01-03 03:00:00,2016-01-03 03:00:00,103.175
2016-01-03 04:00:00,2016-01-03 04:00:00,110.5
2016-01-03 05:00:00,2016-01-03 05:00:00,113.925
2016-01-03 06:00:00,2016-01-03 06:00:00,137.55
2016-01-03 07:00:00,2016-01-03 07:00:00,148.35
2016-01-03 08:00:00,2016-01-03 08:00:00,147.8
2016-01-03 09:00:00,2016-01-03 09:00:00,154.275
2016-01-03 10:00:00,2016-01-03 10:00:00,162.45
2016-01-03 11:00:00,2016-01-03 11:00:00,161.625
2016-01-03 12:00:00,2016-01-03 12:00:00,157.075
2016-01-03 13:00:00,2016-01-03 13:00:00,152.55
2016-01-03 14:00:00,2016-01-03 14:00:00,155.25
