timestamp,timestamp,meter_reading
2016-01-01 00:00:00,2016-01-01 00:00:00,374.2
2016-01-01 01:00:00,2016-01-01 01:00:00,375.45
2016-01-01 02:00:00,2016-01-01 02:00:00,390.425
2016-01-01 03:00:00,2016-01-01 03:00:00,380.95
2016-01-01 04:00:00,2016-01-01 04:00:00,377.275
2016-01-01 05:00:00,2016-01-01 05:00:00,385.125
2016-01-01 06:00:00,2016-01-01 06:00:00,391.95
2016-01-01 07:00:00,2016-01-01 07:00:00,422.375
2016-01-01 08:00:00,2016-01-01 08:00:00,431.275
2016-01-01 09:00:00,2016-01-01 09:00:00,429.525
2016-01-01 10:00:00,2016-01-01 10:00:00,435.5
2016-01-01 11:00:00,2016-01-01 11:00:00,430.5
2016-01-01 12:00:00,2016-01-01 12:00:00,429.6
2016-01-01 13:00:00,2016-01-01 13:00:00,446.125
2016-01-01 14:00:00,2016-01-01 14:00:00,444.6
2016-01-01 15:00:00,2016-01-01 15:00:00,428.475
2016-01-01 16:00:00,2016-01-01 16:00:00,445.3
2016-01-01 17:00:00,2016-01-01 17:00:00,453.125
2016-01-01 18:00:00,2016-01-01 18:00:00,437.4
2016-01-01 19:00:00,2016-01-01 19:00:00,421.75
2016-01-01 20:00:00,2016-01-01 20:00:00,405.85
2016-01-01 21:00:00,2016-01-01 21:00:00,400.15
2016-01-01 22:00:00,2016-01-01 22:00:00,379.575
2016-01-01 23:00:00,2016-01-01 23:00:00,384.2
2016-01-02 00:00:00,2016-01-02 00:00:00,390.6
2016-01-02 01:00:00,2016-01-02 01:00:00,370.5
2016-01-02 02:00:00,2016-01-02 02:00:00,388.5
2016-01-02 03:00:00,2016-01-02 03:00:00,357.45
2016-01-02 04:00:00,2016-01-02 04:00:00,370.65
2016-01-02 05:00:00,2016-01-02 05:00:00,387.475
2016-01-02 06:00:00,2016-01-02 06:00:00,400.05
2016-01-02 07:00:00,2016-01-02 07:00:00,410.5
2016-01-02 08:00:00,2016-01-02 08:00:00,412.925
2016-01-02 09:00:00,2016-01-02 09:00:00,429.675
2016-01-02 10:00:00,2016-01-02 10:00:00,422.975
2016-01-02 11:00:00,2016-01-02 11:00:00,432.075
2016-01-02 12:00:00,2016-01-02 12:00:00,436.25
2016-01-02 13:00:00,2016-01-02 13:00:00,431.175
2016-01-02 14:00:00,2016-01-02 14:00:00,420.225
2016-01-02 15:00:00,2016-01-02 15:00:00,423.375
2016-01-02 16:00:00,2016-01-02 16:00:00,447.525
2016-01-02 17:00:00,2016-01-02 17:00:00,427.65
2016-01-02 18:00:00,2016-01-02 18:00:00,437.3
2016-01-02 19:00:00,2016-01-02 19:00:00,410.8
2016-01-02 20:00:00,2016-01-02 20:00:00,404.675
2016-01-02 21:00:00,2016-01-02 21:00:00,389.225
2016-01-02 22:00:00,2016-01-02 22:00:00,377.025
2016-01-02 23:00:00,2016-01-02 23:00:00,371.45
2016-01-03 00:00:00,2016-01-03 00:00:00,376.75
2016-01-03 01:00:00,2016-01-03 01:00:00,384.325
2016-01-03 02:00:00,2016-01-03 02:00:00,372.55
2016-01-03 03:00:00,2016-01-03 03:00:00,373.425
2016-01-03 04:00:00,2016-01-03 04:00:00,369.9
2016-01-03 05:00:00,2016-01-03 05:00:00,372.25
2016-01-03 06:00:00,2016-01-03 06:00:00,395.65
2016-01-03 07:00:00,2016-01-03 07:00:00,422.4
2016-01-03 08:00:00,2016-01-03 08:00:00,438.3
2016-01-03 09:00:00,2016-01-03 09:00:00,434.95
2016-01-03 10:00:00,2016-01-03 10:00:00,455.175
2016-01-03 11:00:00,2016-01-03 11:00:00,459.55
2016-01-03 12:00:00,2016-01-03 12:00:00,467.175
2016-01-03 13:00:00,2016-01-03 13:00:00,468.8
2016-01-03 14:00:00,2016-01-03 14:00:00,451.875
2016-01-03 15:00:00,2016-01-03 15:00:00,447.075
2016-01-03 16:00:00,2016-01-03 16:00:00,444.9
2016-01-03 17:00:00,2016-01-03 17:00:00,452.25
2016-01-03 18:00:00,2016-01-03 18:00:00,437.75
2016-01-03 19:00:00,2016-01-03 19:00:00,440.65
2016-01-03 20:00:00,2016-01-03 20:00:00,413.95
2016-01-03 21:00:00,2016-01-03 21:00:00,390.85
2016-01-03 22:00:00,2016-01-03 22:00:00,383.075
2016-01-03 23:00:00,2016-01-03 23:00:00,363.075
2016-01-04 00:00:00,2016-01-04 00:00:00,380.8
2016-01-04 01:00:00,2016-01-04 01:00:00,379.425
2016-01-04 02:00:00,2016-01-04 02:00:00,390.95
2016-01-04 03:00:00,2016-01-04 03:00:00,391.125
2016-01-04 04:00:00,2016-01-04 04:00:00,398.45
2016-01-04 05:00:00,2016-01-04 05:00:00,397.975
2016-01-04 06:00:00,2016-01-04 06:00:00,417.85
2016-01-04 07:00:00,2016-01-04 07:00:00,442.675
2016-01-04 08:00:00,2016-01-04 08:00:00,460.925
2016-01-04 09:00:00,2016-01-04 09:00:00,467.3
2016-01-04 10:00:00,2016-01-04 10:00:00,491.025
2016-01-04 11:00:00,2016-01-04 11:00:00,481.65
2016-01-04 12:00:00,2016-01-04 12:00:00,494.325
2016-01-04 13:00:00,2016-01-04 13:00:00,500.225
2016-01-04 14:00:00,2016-01-04 14:00:00,481.75
2016-01-04 15:00:00,2016-01-04 15:00:00,482.35
2016-01-04 16:00:00,2016-01-04 16:00:00,490.275
2016-01-04 17:00:00,2016-01-04 17:00:00,479.075
2016-01-04 18:00:00,2016-01-04 18:00:00,453.175
2016-01-04 19:00:00,2016-01-04 19:00:00,439.7
2016-01-04 20:00:00,2016-01-04 20:00:00,415.675
2016-01-04 21:00:00,2016-01-04 21:00:00,407.2
2016-01-04 22:00:00,2016-01-04 22:00:00,393.675
2016-01-04 23:00:00,2016-01-04 23:00:00,382.15
2016-01-05 00:00:00,2016-01-05 00:00:00,379.525
2016-01-05 01:00:00,2016-01-05 01:00:00,376.675
2016-01-05 02:00:00,2016-01-05 02:00:00,386.45
2016-01-05 03:00:00,2016-01-05 03:00:00,384.1
2016-01-05 04:00:00,2016-01-05 04:00:00,395.1
2016-01-05 05:00:00,2016-01-05 05:00:00,371.975
2016-01-05 06:00:00,2016-01-05 06:00:00,426.125
2016-01-05 07:00:00,2016-01-05 07:00:00,443.4
2016-01-05 08:00:00,2016-01-05 08:00:00,447.075
2016-01-05 09:00:00,2016-01-05 09:00:00,489.325
2016-01-05 10:00:00,2016-01-05 10:00:00,471.8
2016-01-05 11:00:00,2016-01-05 11:00:00,464.675
2016-01-05 12:00:00,2016-01-05 12:00:00,450.025
2016-01-05 13:00:00,2016-01-05 13:00:00,461.75
2016-01-05 14:00:00,2016-01-05 14:00:00,477.175
2016-01-05 15:00:00,2016-01-05 15:00:00,479.55
2016-01-05 16:00:00,2016-01-05 16:00:00,451.35
2016-01-05 17:00:00,2016-01-05 17:00:00,460.975
2016-01-05 18:00:00,2016-01-05 18:00:00,442.275
2016-01-05 19:00:00,2016-01-05 19:00:00,447.25
2016-01-05 20:00:00,2016-01-05 20:00:00,409.875
2016-01-05 21:00:00,2016-01-05 21:00:00,387.8
2016-01-05 22:00:00,2016-01-05 22:00:00,381.85
2016-01-05 23:00:00,2016-01-05 23:00:00,363.725
2016-01-06 00:00:00,2016-01-06 00:00:00,378.05
2016-01-06 01:00:00,2016-01-06 01:00:00,376.075
2016-01-06 02:00:00,2016-01-06 02:00:00,380.95
2016-01-06 03:00:00,2016-01-06 03:00:00,382.25
2016-01-06 04:00:00,2016-01-06 04:00:00,382.775
2016-01-06 05:00:00,2016-01-06 05:00:00,407.675
2016-01-06 06:00:00,2016-01-06 06:00:00,419.725
2016-01-06 07:00:00,2016-01-06 07:00:00,390.8
2016-01-06 08:00:00,2016-01-06 08:00:00,446.1
2016-01-06 09:00:00,2016-01-06 09:00:00,465.975
2016-01-06 10:00:00,2016-01-06 10:00:00,455.4
2016-01-06 11:00:00,2016-01-06 11:00:00,458.025
2016-01-06 12:00:00,2016-01-06 12:00:00,486.025
2016-01-06 13:00:00,2016-01-06 13:00:00,473.375
2016-01-06 14:00:00,2016-01-06 14:00:00,452.625
2016-01-06 15:00:00,2016-01-06 15:00:00,469.55
2016-01-06 16:00:00,2016-01-06 16:00:00,461.075
2016-01-06 17:00:00,2016-01-06 17:00:00,458.8
2016-01-06 18:00:00,2016-01-06 18:00:00,448.8
2016-01-06 19:00:00,2016-01-06 19:00:00,439.675
2016-01-06 20:00:00,2016-01-06 20:00:00,425.025
2016-01-06 21:00:00,2016-01-06 21:00:00,406.575
2016-01-06 22:00:00,2016-01-06 22:00:00,393.0
2016-01-06 23:00:00,2016-01-06 23:00:00,397.7
2016-01-07 00:00:00,2016-01-07 00:00:00,402.375
2016-01-07 01:00:00,2016-01-07 01:00:00,406.875
2016-01-07 02:00:00,2016-01-07 02:00:00,409.95
2016-01-07 03:00:00,2016-01-07 03:00:00,398.975
2016-01-07 04:00:00,2016-01-07 04:00:00,393.05
2016-01-07 05:00:00,2016-01-07 05:00:00,401.3
2016-01-07 06:00:00,2016-01-07 06:00:00,419.15
2016-01-07 07:00:00,2016-01-07 07:00:00,444.075
2016-01-07 08:00:00,2016-01-07 08:00:00,466.85
2016-01-07 09:00:00,2016-01-07 09:00:00,479.875
2016-01-07 10:00:00,2016-01-07 10:00:00,468.2
2016-01-07 11:00:00,2016-01-07 11:00:00,451.475
2016-01-07 12:00:00,2016-01-07 12:00:00,463.775
2016-01-07 13:00:00,2016-01-07 13:00:00,473.95
2016-01-07 14:00:00,2016-01-07 14:00:00,457.95
2016-01-07 15:00:00,2016-01-07 15:00:00,470.4
2016-01-07 16:00:00,2016-01-07 16:00:00,450.5
2016-01-07 17:00:00,2016-01-07 17:00:00,468.775
2016-01-07 18:00:00,2016-01-07 18:00:00,458.625
2016-01-07 19:00:00,2016-01-07 19:00:00,468.2
2016-01-07 20:00:00,2016-01-07 20:00:00,413.7
2016-01-07 21:00:00,2016-01-07 21:00:00,426.475
2016-01-07 22:00:00,2016-01-07 22:00:00,403.55
2016-01-07 23:00:00,2016-01-07 23:00:00,404.425
2016-01-08 00:00:00,2016-01-08 00:00:00,388.0
2016-01-08 01:00:00,2016-01-08 01:00:00,389.175
2016-01-08 02:00:00,2016-01-08 02:00:00,388.45
2016-01-08 03:00:00,2016-01-08 03:00:00,381.0
2016-01-08 04:00:00,2016-01-08 04:00:00,388.7
2016-01-08 05:00:00,2016-01-08 05:00:00,410.825
2016-01-08 06:00:00,2016-01-08 06:00:00,420.725
2016-01-08 07:00:00,2016-01-08 07:00:00,446.4
2016-01-08 08:00:00,2016-01-08 08:00:00,473.525
2016-01-08 09:00:00,2016-01-08 09:00:00,479.925
2016-01-08 10:00:00,2016-01-08 10:00:00,478.125
2016-01-08 11:00:00,2016-01-08 11:00:00,463.65
2016-01-08 12:00:00,2016-01-08 12:00:00,482.75
2016-01-08 13:00:00,2016-01-08 13:00:00,463.75
2016-01-08 14:00:00,2016-01-08 14:00:00,486.4
2016-01-08 15:00:00,2016-01-08 15:00:00,484.425
