timestamp,timestamp,meter_reading
2016-01-01 00:00:00,2016-01-01 00:00:00,164.98
2016-01-01 01:00:00,2016-01-01 01:00:00,150.8525
2016-01-01 02:00:00,2016-01-01 02:00:00,155.1825
2016-01-01 03:00:00,2016-01-01 03:00:00,153.17
2016-01-01 04:00:00,2016-01-01 04:00:00,150.695
2016-01-01 05:00:00,2016-01-01 05:00:00,150.5075
2016-01-01 06:00:00,2016-01-01 06:00:00,152.8725
2016-01-01 07:00:00,2016-01-01 07:00:00,165.37
2016-01-01 08:00:00,2016-01-01 08:00:00,220.625
2016-01-01 09:00:00,2016-01-01 09:00:00,211.83
2016-01-01 10:00:00,2016-01-01 10:00:00,195.28
2016-01-01 11:00:00,2016-01-01 11:00:00,197.905
2016-01-01 12:00:00,2016-01-01 12:00:00,203.4225
2016-01-01 13:00:00,2016-01-01 13:00:00,200.255
2016-01-01 14:00:00,2016-01-01 14:00:00,209.87
2016-01-01 15:00:00,2016-01-01 15:00:00,208.865
2016-01-01 16:00:00,2016-01-01 16:00:00,212.1975
2016-01-01 17:00:00,2016-01-01 17:00:00,200.41
2016-01-01 18:00:00,2016-01-01 18:00:00,192.4475
2016-01-01 19:00:00,2016-01-01 19:00:00,171.9625
2016-01-01 20:00:00,2016-01-01 20:00:00,171.47
2016-01-01 21:00:00,2016-01-01 21:00:00,167.6525
2016-01-01 22:00:00,2016-01-01 22:00:00,163.9375
2016-01-01 23:00:00,2016-01-01 23:00:00,164.55
2016-01-02 00:00:00,2016-01-02 00:00:00,172.975
2016-01-02 01:00:00,2016-01-02 01:00:00,175.3025
2016-01-02 02:00:00,2016-01-02 02:00:00,180.3725
2016-01-02 03:00:00,2016-01-02 03:00:00,176.1475
2016-01-02 04:00:00,2016-01-02 04:00:00,177.73
2016-01-02 05:00:00,2016-01-02 05:00:00,174.9
2016-01-02 06:00:00,2016-01-02 06:00:00,218.85
2016-01-02 07:00:00,2016-01-02 07:00:00,285.3325
2016-01-02 08:00:00,2016-01-02 08:00:00,361.0875
2016-01-02 09:00:00,2016-01-02 09:00:00,373.3625
2016-01-02 10:00:00,2016-01-02 10:00:00,395.4875
2016-01-02 11:00:00,2016-01-02 11:00:00,394.14
2016-01-02 12:00:00,2016-01-02 12:00:00,401.45
2016-01-02 13:00:00,2016-01-02 13:00:00,400.6
2016-01-02 14:00:00,2016-01-02 14:00:00,402.7875
2016-01-02 15:00:00,2016-01-02 15:00:00,402.045
2016-01-02 16:00:00,2016-01-02 16:00:00,386.0125
2016-01-02 17:00:00,2016-01-02 17:00:00,304.92
2016-01-02 18:00:00,2016-01-02 18:00:00,252.9025
2016-01-02 19:00:00,2016-01-02 19:00:00,234.79
2016-01-02 20:00:00,2016-01-02 20:00:00,223.8725
2016-01-02 21:00:00,2016-01-02 21:00:00,201.7175
2016-01-02 22:00:00,2016-01-02 22:00:00,190.0875
2016-01-02 23:00:00,2016-01-02 23:00:00,180.495
2016-01-03 00:00:00,2016-01-03 00:00:00,183.965
2016-01-03 01:00:00,2016-01-03 01:00:00,179.275
2016-01-03 02:00:00,2016-01-03 02:00:00,181.02
2016-01-03 03:00:00,2016-01-03 03:00:00,186.5075
2016-01-03 04:00:00,2016-01-03 04:00:00,178.9125
2016-01-03 05:00:00,2016-01-03 05:00:00,183.115
2016-01-03 06:00:00,2016-01-03 06:00:00,197.2375
2016-01-03 07:00:00,2016-01-03 07:00:00,282.635
2016-01-03 08:00:00,2016-01-03 08:00:00,370.58
2016-01-03 09:00:00,2016-01-03 09:00:00,409.7625
2016-01-03 10:00:00,2016-01-03 10:00:00,415.8875
2016-01-03 11:00:00,2016-01-03 11:00:00,401.38
2016-01-03 12:00:00,2016-01-03 12:00:00,410.6425
2016-01-03 13:00:00,2016-01-03 13:00:00,416.9125
2016-01-03 14:00:00,2016-01-03 14:00:00,394.695
2016-01-03 15:00:00,2016-01-03 15:00:00,410.24
2016-01-03 16:00:00,2016-01-03 16:00:00,398.45
2016-01-03 17:00:00,2016-01-03 17:00:00,312.4425
2016-01-03 18:00:00,2016-01-03 18:00:00,258.385
2016-01-03 19:00:00,2016-01-03 19:00:00,233.195
2016-01-03 20:00:00,2016-01-03 20:00:00,214.9775
2016-01-03 21:00:00,2016-01-03 21:00:00,205.595
2016-01-03 22:00:00,2016-01-03 22:00:00,207.2475
2016-01-03 23:00:00,2016-01-03 23:00:00,185.635
2016-01-04 00:00:00,2016-01-04 00:00:00,175.0475
